id,sceneId,roomId,roomType,nOrigPersImgs,genPersImgIndices
scene_01960_r1209,scene_01960,1209,bedroom,5,144-215
scene_01960_r2443,scene_01960,2443,bathroom,4,216-287
scene_01960_r985,scene_01960,985,study,4,288-359
scene_01960_r748,scene_01960,748,living room,5,360-431
scene_01960_r1124,scene_01960,1124,bedroom,3,432-503
scene_01960_r1320,scene_01960,1320,bathroom,2,504-575
scene_01961_r996886,scene_01961,996886,living room,4,0-71
scene_01961_r988922,scene_01961,988922,balcony,3,72-143
scene_01961_r386080,scene_01961,386080,bathroom,4,144-215
scene_01961_r982821,scene_01961,982821,kitchen,3,216-287
scene_01961_r999760,scene_01961,999760,bedroom,5,288-359
scene_01961_r999950,scene_01961,999950,balcony,3,360-431
scene_01961_r1012236,scene_01961,1012236,balcony,0,432-503
scene_01961_r998597,scene_01961,998597,bedroom,4,504-575
scene_01962_r315,scene_01962,315,kitchen,2,0-71
scene_01962_r220,scene_01962,220,balcony,1,72-143
scene_01962_r944,scene_01962,944,bathroom,4,144-215
scene_01962_r641,scene_01962,641,bathroom,2,216-287
scene_01962_r830,scene_01962,830,bedroom,3,288-359
scene_01962_r721,scene_01962,721,bedroom,5,360-431
scene_01962_r143,scene_01962,143,living room,5,432-503
scene_01962_r942,scene_01962,942,bedroom,1,504-575
scene_01962_r1002668,scene_01962,1002668,store room,3,576-647
scene_01963_r862425,scene_01963,862425,bedroom,4,0-71
scene_01963_r862726,scene_01963,862726,balcony,5,72-143
scene_01963_r862574,scene_01963,862574,bedroom,4,144-215
scene_01963_r864140,scene_01963,864140,study,5,216-287
scene_01963_r863646,scene_01963,863646,living room,5,288-359
scene_01963_r862646,scene_01963,862646,bathroom,4,360-431
scene_01963_r863116,scene_01963,863116,bedroom,4,432-503
scene_01963_r862918,scene_01963,862918,bathroom,3,504-575
scene_01963_r862810,scene_01963,862810,kitchen,4,576-647
scene_01963_r863248,scene_01963,863248,balcony,1,648-719
scene_01964_r426778,scene_01964,426778,kitchen,1,0-71
scene_01964_r426779,scene_01964,426779,balcony,2,72-143
scene_01964_r488728,scene_01964,488728,living room,5,144-215
scene_01965_r406372,scene_01965,406372,living room,5,0-71
scene_01965_r989512,scene_01965,989512,corridor,2,72-143
scene_01966_r957005,scene_01966,957005,bedroom,5,0-71
scene_01966_r960317,scene_01966,960317,bathroom,1,72-143
scene_01966_r595,scene_01966,595,bedroom,4,144-215
scene_01966_r960918,scene_01966,960918,living room,5,216-287
scene_01966_r1775,scene_01966,1775,undefined,4,288-359
scene_01966_r961391,scene_01966,961391,balcony,3,360-431
scene_01967_r426,scene_01967,426,bedroom,5,0-71
scene_01967_r272,scene_01967,272,bedroom,5,72-143
scene_01967_r382,scene_01967,382,bedroom,5,144-215
scene_01967_r458,scene_01967,458,kitchen,3,216-287
scene_01967_r497,scene_01967,497,study,2,288-359
scene_01967_r406,scene_01967,406,living room,5,360-431
scene_01967_r557,scene_01967,557,store room,3,432-503
scene_01967_r559,scene_01967,559,bathroom,3,504-575
scene_01967_r516,scene_01967,516,bathroom,2,576-647
scene_01968_r1516,scene_01968,1516,living room,4,0-71
scene_01968_r233,scene_01968,233,bedroom,2,72-143
scene_01968_r2210,scene_01968,2210,bedroom,5,144-215
scene_01968_r3855,scene_01968,3855,balcony,0,216-287
scene_01968_r2686,scene_01968,2686,bathroom,0,288-359
scene_01968_r2103,scene_01968,2103,bedroom,4,360-431
scene_01968_r1623,scene_01968,1623,balcony,4,432-503
scene_01968_r299,scene_01968,299,kitchen,1,504-575
scene_01968_r1143,scene_01968,1143,bathroom,4,576-647
scene_01969_r1598,scene_01969,1598,balcony,1,0-71
scene_01969_r910,scene_01969,910,bedroom,5,72-143
scene_01969_r973,scene_01969,973,bedroom,5,144-215
scene_01969_r203,scene_01969,203,living room,5,216-287
scene_01969_r1826,scene_01969,1826,bathroom,2,288-359
scene_01969_r1517,scene_01969,1517,kitchen,5,360-431
scene_01969_r2579,scene_01969,2579,undefined,3,432-503
scene_01970_r141,scene_01970,141,bedroom,4,0-71
scene_01971_r720,scene_01971,720,living room,5,0-71
scene_01971_r284,scene_01971,284,balcony,5,72-143
scene_01971_r1075,scene_01971,1075,kitchen,5,144-215
scene_01971_r1844,scene_01971,1844,bedroom,5,216-287
scene_01971_r883,scene_01971,883,balcony,2,288-359
scene_01971_r3332,scene_01971,3332,bedroom,5,360-431
scene_01971_r1960,scene_01971,1960,study,5,432-503
scene_01971_r244,scene_01971,244,balcony,4,504-575
scene_01971_r1561,scene_01971,1561,bathroom,4,576-647
scene_01971_r1169,scene_01971,1169,bathroom,0,648-719
scene_01971_r1273,scene_01971,1273,undefined,2,720-791
scene_01972_r1808,scene_01972,1808,bedroom,5,0-71
scene_01972_r1939,scene_01972,1939,living room,5,72-143
scene_01972_r5253,scene_01972,5253,kitchen,3,144-215
scene_01972_r2333,scene_01972,2333,study,4,216-287
scene_01972_r2424,scene_01972,2424,balcony,1,288-359
scene_01972_r13200,scene_01972,13200,bathroom,0,360-431
scene_01972_r1342,scene_01972,1342,balcony,4,432-503
scene_01972_r14561,scene_01972,14561,bedroom,4,504-575
scene_01973_r772149,scene_01973,772149,balcony,4,0-71
scene_01973_r772166,scene_01973,772166,bedroom,5,72-143
scene_01973_r772222,scene_01973,772222,living room,5,144-215
scene_01973_r772136,scene_01973,772136,bedroom,4,216-287
scene_01973_r772235,scene_01973,772235,kitchen,5,288-359
scene_01973_r772420,scene_01973,772420,bathroom,4,360-431
scene_01974_r199,scene_01974,199,living room,5,0-71
scene_01975_r1403,scene_01975,1403,bathroom,3,0-71
scene_01975_r1395,scene_01975,1395,bedroom,5,72-143
scene_01975_r1407,scene_01975,1407,bathroom,5,144-215
scene_01975_r1397,scene_01975,1397,bedroom,4,216-287
scene_01975_r1405,scene_01975,1405,balcony,5,288-359
scene_01975_r1393,scene_01975,1393,living room,5,360-431
scene_01975_r1399,scene_01975,1399,bedroom,5,432-503
scene_01976_r141,scene_01976,141,undefined,3,0-71
scene_01977_r141,scene_01977,141,undefined,5,0-71
scene_01978_r393963,scene_01978,393963,living room,5,0-71
scene_01979_r432,scene_01979,432,living room,5,0-71
scene_01979_r407,scene_01979,407,bedroom,5,72-143
scene_01979_r371,scene_01979,371,bedroom,5,144-215
scene_01979_r282,scene_01979,282,balcony,1,216-287
scene_01979_r415,scene_01979,415,bathroom,3,288-359
scene_01979_r434,scene_01979,434,balcony,3,360-431
scene_01979_r184,scene_01979,184,undefined,4,432-503
scene_01979_r231,scene_01979,231,study,5,504-575
scene_01979_r373,scene_01979,373,bathroom,2,576-647
scene_01979_r475,scene_01979,475,kitchen,5,648-719
scene_01980_r143,scene_01980,143,bedroom,4,0-71
scene_01980_r552,scene_01980,552,kitchen,4,72-143
scene_01980_r1034,scene_01980,1034,balcony,4,144-215
scene_01980_r1510,scene_01980,1510,living room,5,216-287
scene_01980_r300,scene_01980,300,bathroom,5,288-359
scene_01980_r768,scene_01980,768,bedroom,4,360-431
scene_01980_r491,scene_01980,491,study,3,432-503
scene_01981_r141,scene_01981,141,study,4,0-71
scene_01982_r732828,scene_01982,732828,study,2,0-71
scene_01983_r195,scene_01983,195,undefined,1,0-71
scene_01984_r143,scene_01984,143,living room,5,0-71
scene_01985_r141,scene_01985,141,bedroom,5,0-71
scene_01986_r3508,scene_01986,3508,bedroom,5,0-71
scene_01986_r3070,scene_01986,3070,bathroom,4,72-143
scene_01986_r813260,scene_01986,813260,corridor,5,144-215
scene_01986_r789,scene_01986,789,kitchen,5,216-287
scene_01986_r3872,scene_01986,3872,bedroom,5,288-359
scene_01986_r825825,scene_01986,825825,dining room,4,360-431
scene_01986_r5220,scene_01986,5220,bedroom,3,432-503
scene_01986_r3992,scene_01986,3992,living room,4,504-575
scene_01986_r389,scene_01986,389,bathroom,5,576-647
scene_01986_r2976,scene_01986,2976,study,5,648-719
scene_01986_r935791,scene_01986,935791,store room,5,720-791
scene_01987_r945,scene_01987,945,bathroom,3,0-71
scene_01987_r226,scene_01987,226,bedroom,5,72-143
scene_01987_r1656,scene_01987,1656,bathroom,5,144-215
scene_01987_r912517,scene_01987,912517,bedroom,5,216-287
scene_01987_r1518,scene_01987,1518,undefined,5,288-359
scene_01987_r913965,scene_01987,913965,undefined,4,360-431
scene_01988_r537132,scene_01988,537132,balcony,5,0-71
scene_01988_r537126,scene_01988,537126,undefined,5,72-143
scene_01988_r537122,scene_01988,537122,bedroom,5,144-215
scene_01988_r537136,scene_01988,537136,bathroom,4,216-287
scene_01988_r537134,scene_01988,537134,bathroom,3,288-359
scene_01988_r537120,scene_01988,537120,living room,5,360-431
scene_01988_r537124,scene_01988,537124,study,5,432-503
scene_01988_r537130,scene_01988,537130,balcony,5,504-575
scene_01989_r486,scene_01989,486,living room,5,0-71
scene_01989_r427,scene_01989,427,undefined,4,72-143
scene_01989_r163,scene_01989,163,dining room,5,144-215
scene_01989_r662,scene_01989,662,bathroom,5,216-287
scene_01989_r362,scene_01989,362,undefined,3,288-359
scene_01989_r301,scene_01989,301,bedroom,5,360-431
scene_01989_r229,scene_01989,229,bedroom,5,432-503
scene_01989_r573,scene_01989,573,undefined,3,504-575
scene_01990_r4389,scene_01990,4389,living room,5,0-71
scene_01991_r177,scene_01991,177,bedroom,5,0-71
scene_01991_r575,scene_01991,575,bedroom,5,72-143
scene_01991_r331,scene_01991,331,living room,5,144-215
scene_01991_r388,scene_01991,388,bathroom,3,216-287
scene_01991_r699,scene_01991,699,bedroom,2,288-359
scene_01991_r906,scene_01991,906,dining room,5,360-431
scene_01991_r1222,scene_01991,1222,balcony,4,432-503
scene_01992_r487517,scene_01992,487517,living room,5,0-71
scene_01993_r920,scene_01993,920,store room,3,0-71
scene_01993_r1582,scene_01993,1582,bedroom,5,72-143
scene_01993_r849,scene_01993,849,kitchen,0,144-215
scene_01993_r625,scene_01993,625,living room,5,216-287
scene_01993_r874550,scene_01993,874550,bedroom,5,288-359
scene_01993_r1406,scene_01993,1406,bathroom,3,360-431
scene_01993_r1780,scene_01993,1780,balcony,5,432-503
scene_01993_r2106,scene_01993,2106,bathroom,5,504-575
scene_01993_r1972,scene_01993,1972,bedroom,4,576-647
scene_01993_r872693,scene_01993,872693,bedroom,2,648-719
scene_01994_r1000180,scene_01994,1000180,bathroom,5,0-71
scene_01994_r1000358,scene_01994,1000358,kitchen,4,72-143
scene_01994_r1000556,scene_01994,1000556,bedroom,5,144-215
scene_01994_r1000667,scene_01994,1000667,bedroom,5,216-287
scene_01994_r1003839,scene_01994,1003839,balcony,4,288-359
scene_01994_r999946,scene_01994,999946,living room,4,360-431
scene_01994_r1003115,scene_01994,1003115,balcony,2,432-503
scene_01995_r120389,scene_01995,120389,kitchen,3,0-71
scene_01995_r120390,scene_01995,120390,bedroom,4,72-143
scene_01995_r120387,scene_01995,120387,living room,5,144-215
scene_01995_r120391,scene_01995,120391,balcony,2,216-287
scene_01995_r120388,scene_01995,120388,bedroom,5,288-359
scene_01995_r120392,scene_01995,120392,bathroom,5,360-431
scene_01996_r242,scene_01996,242,bathroom,2,0-71
scene_01996_r403,scene_01996,403,bedroom,5,72-143
scene_01996_r224,scene_01996,224,bedroom,5,144-215
scene_01996_r266,scene_01996,266,bedroom,5,216-287
scene_01996_r604,scene_01996,604,bathroom,2,288-359
scene_01996_r153,scene_01996,153,balcony,1,360-431
scene_01996_r622,scene_01996,622,living room,5,432-503
scene_01996_r539350,scene_01996,539350,kitchen,5,504-575
scene_01997_r232,scene_01997,232,bedroom,5,0-71
scene_01997_r2038,scene_01997,2038,bathroom,4,72-143
scene_01997_r1332,scene_01997,1332,living room,5,144-215
scene_01997_r714767,scene_01997,714767,store room,1,216-287
scene_01997_r958,scene_01997,958,balcony,5,288-359
scene_01997_r1183,scene_01997,1183,bedroom,5,360-431
scene_01997_r817,scene_01997,817,kitchen,4,432-503
scene_01997_r711506,scene_01997,711506,undefined,1,504-575
scene_01997_r1756,scene_01997,1756,bathroom,3,576-647
scene_01997_r327,scene_01997,327,bedroom,5,648-719
scene_01997_r143,scene_01997,143,undefined,2,720-791
scene_01997_r723029,scene_01997,723029,undefined,4,792-863
scene_01998_r54764,scene_01998,54764,bedroom,5,0-71
scene_01998_r54780,scene_01998,54780,bathroom,2,72-143
scene_01998_r54770,scene_01998,54770,balcony,4,144-215
scene_01998_r54774,scene_01998,54774,bedroom,3,216-287
scene_01998_r54768,scene_01998,54768,bedroom,5,288-359
scene_01998_r54762,scene_01998,54762,living room,1,360-431
scene_01998_r54776,scene_01998,54776,bathroom,2,432-503
scene_01998_r54778,scene_01998,54778,bedroom,3,504-575
scene_01998_r54772,scene_01998,54772,kitchen,4,576-647
scene_01998_r54766,scene_01998,54766,bedroom,5,648-719
scene_01999_r201,scene_01999,201,bedroom,4,0-71
scene_02000_r1625,scene_02000,1625,undefined,4,0-71
scene_02000_r554,scene_02000,554,balcony,4,72-143
scene_02000_r1376,scene_02000,1376,living room,5,144-215
scene_02000_r974,scene_02000,974,study,5,216-287
scene_02000_r1259,scene_02000,1259,bedroom,5,288-359
scene_02000_r4164,scene_02000,4164,kitchen,4,360-431
scene_02000_r707,scene_02000,707,bedroom,5,432-503
scene_02000_r1754,scene_02000,1754,bedroom,5,504-575
scene_02000_r394859,scene_02000,394859,undefined,4,576-647
scene_02000_r1070,scene_02000,1070,bathroom,5,648-719
scene_02001_r1128,scene_02001,1128,bedroom,4,0-71
scene_02001_r3841,scene_02001,3841,bathroom,1,72-143
scene_02001_r4144,scene_02001,4144,bedroom,5,144-215
scene_02001_r226,scene_02001,226,balcony,2,216-287
scene_02001_r2410,scene_02001,2410,kitchen,2,288-359
scene_02001_r145,scene_02001,145,bedroom,5,360-431
scene_02001_r4445,scene_02001,4445,living room,3,432-503
scene_02001_r4295,scene_02001,4295,balcony,2,504-575
scene_02001_r4281,scene_02001,4281,living room,5,576-647
scene_02002_r506,scene_02002,506,kitchen,3,0-71
scene_02002_r480637,scene_02002,480637,undefined,2,72-143
scene_02002_r469793,scene_02002,469793,living room,5,144-215
scene_02002_r318,scene_02002,318,bathroom,1,216-287
scene_02002_r479841,scene_02002,479841,bedroom,5,288-359
scene_02003_r80168,scene_02003,80168,living room,4,0-71
scene_02004_r39826,scene_02004,39826,living room,4,0-71
scene_02004_r39825,scene_02004,39825,bedroom,5,72-143
scene_02004_r39828,scene_02004,39828,bedroom,4,144-215
scene_02004_r39827,scene_02004,39827,bedroom,5,216-287
scene_02004_r210016,scene_02004,210016,store room,5,288-359
scene_02004_r207777,scene_02004,207777,bedroom,5,360-431
scene_02004_r39829,scene_02004,39829,balcony,4,432-503
scene_02005_r539,scene_02005,539,living room,5,0-71
scene_02006_r8386,scene_02006,8386,living room,5,0-71
scene_02006_r14860,scene_02006,14860,bathroom,2,72-143
scene_02006_r10423,scene_02006,10423,bathroom,2,144-215
scene_02006_r8449,scene_02006,8449,bedroom,5,216-287
scene_02006_r7697,scene_02006,7697,balcony,5,288-359
scene_02006_r8848,scene_02006,8848,undefined,5,360-431
scene_02006_r10316,scene_02006,10316,undefined,5,432-503
scene_02006_r9087,scene_02006,9087,kitchen,4,504-575
scene_02007_r902513,scene_02007,902513,dining room,5,0-71
scene_02007_r1193,scene_02007,1193,bedroom,5,72-143
scene_02007_r2055,scene_02007,2055,bathroom,5,144-215
scene_02007_r203,scene_02007,203,living room,5,216-287
scene_02007_r487,scene_02007,487,bathroom,3,288-359
scene_02007_r684,scene_02007,684,kitchen,3,360-431
scene_02007_r806,scene_02007,806,bedroom,5,432-503
scene_02007_r1029,scene_02007,1029,bedroom,5,504-575
scene_02008_r310,scene_02008,310,living room,3,0-71
scene_02008_r169,scene_02008,169,kitchen,1,72-143
scene_02008_r236,scene_02008,236,study,4,144-215
scene_02008_r312,scene_02008,312,bedroom,4,216-287
scene_02008_r281,scene_02008,281,bedroom,4,288-359
scene_02008_r208,scene_02008,208,bathroom,4,360-431
scene_02009_r744351,scene_02009,744351,living room,5,0-71
scene_02010_r942,scene_02010,942,balcony,5,0-71
scene_02010_r387,scene_02010,387,bedroom,4,72-143
scene_02010_r652715,scene_02010,652715,corridor,3,144-215
scene_02010_r255,scene_02010,255,living room,5,216-287
scene_02011_r1434,scene_02011,1434,kitchen,2,0-71
scene_02011_r2003,scene_02011,2003,bedroom,3,72-143
scene_02011_r201,scene_02011,201,bedroom,5,144-215
scene_02011_r425,scene_02011,425,bathroom,5,216-287
scene_02011_r1359,scene_02011,1359,living room,5,288-359
scene_02012_r354,scene_02012,354,bathroom,2,0-71
scene_02012_r802,scene_02012,802,kitchen,4,72-143
scene_02012_r1067,scene_02012,1067,living room,5,144-215
scene_02012_r438,scene_02012,438,bedroom,5,216-287
scene_02012_r992,scene_02012,992,study,5,288-359
scene_02012_r180,scene_02012,180,balcony,5,360-431
scene_02013_r1011911,scene_02013,1011911,bedroom,4,0-71
scene_02013_r14021,scene_02013,14021,bathroom,3,72-143
scene_02013_r1000341,scene_02013,1000341,undefined,4,144-215
scene_02013_r1009816,scene_02013,1009816,living room,5,216-287
scene_02013_r1007317,scene_02013,1007317,kitchen,0,288-359
scene_02014_r141,scene_02014,141,bedroom,5,0-71
scene_02015_r235,scene_02015,235,balcony,4,0-71
scene_02015_r314,scene_02015,314,bathroom,4,72-143
scene_02015_r297,scene_02015,297,study,5,144-215
scene_02015_r246,scene_02015,246,bedroom,5,216-287
scene_02015_r276,scene_02015,276,kitchen,5,288-359
scene_02015_r343,scene_02015,343,balcony,1,360-431
scene_02015_r312,scene_02015,312,living room,4,432-503
scene_02015_r259,scene_02015,259,bedroom,5,504-575
scene_02016_r479,scene_02016,479,bathroom,5,0-71
scene_02016_r2468,scene_02016,2468,bedroom,5,72-143
scene_02016_r1586,scene_02016,1586,bathroom,2,144-215
scene_02016_r579,scene_02016,579,bedroom,5,216-287
scene_02016_r1489,scene_02016,1489,bathroom,1,288-359
scene_02016_r1410,scene_02016,1410,bedroom,5,360-431
scene_02016_r3101,scene_02016,3101,kitchen,2,432-503
scene_02016_r1176,scene_02016,1176,living room,5,504-575
scene_02016_r3318,scene_02016,3318,balcony,5,576-647
scene_02017_r814107,scene_02017,814107,living room,5,0-71
scene_02017_r88,scene_02017,88,balcony,3,72-143
scene_02017_r165891,scene_02017,165891,bedroom,5,144-215
scene_02018_r416,scene_02018,416,living room,5,0-71
scene_02018_r1468,scene_02018,1468,bedroom,4,72-143
scene_02018_r1163,scene_02018,1163,bedroom,5,144-215
scene_02018_r1867,scene_02018,1867,study,5,216-287
scene_02019_r305371,scene_02019,305371,bedroom,5,0-71
scene_02019_r305376,scene_02019,305376,balcony,3,72-143
scene_02019_r305372,scene_02019,305372,study,5,144-215
scene_02019_r313713,scene_02019,313713,bathroom,2,216-287
scene_02019_r305370,scene_02019,305370,dining room,4,288-359
scene_02019_r305374,scene_02019,305374,bathroom,4,360-431
scene_02019_r316654,scene_02019,316654,undefined,0,432-503
scene_02019_r305373,scene_02019,305373,bedroom,4,504-575
scene_02020_r813438,scene_02020,813438,bedroom,5,0-71
scene_02020_r813436,scene_02020,813436,living room,5,72-143
scene_02020_r840336,scene_02020,840336,kitchen,5,144-215
scene_02020_r813439,scene_02020,813439,balcony,5,216-287
scene_02020_r969483,scene_02020,969483,bathroom,3,288-359
scene_02020_r813437,scene_02020,813437,bedroom,5,360-431
scene_02021_r862,scene_02021,862,living room,5,0-71
scene_02022_r819741,scene_02022,819741,living room,3,0-71
scene_02022_r820109,scene_02022,820109,balcony,5,72-143
scene_02023_r969887,scene_02023,969887,undefined,5,0-71
scene_02023_r783,scene_02023,783,undefined,5,72-143
scene_02023_r964112,scene_02023,964112,undefined,5,144-215
scene_02023_r968258,scene_02023,968258,undefined,5,216-287
scene_02023_r966409,scene_02023,966409,undefined,5,288-359
scene_02023_r966246,scene_02023,966246,undefined,5,360-431
scene_02024_r771604,scene_02024,771604,bathroom,4,0-71
scene_02024_r771599,scene_02024,771599,living room,5,72-143
scene_02024_r771603,scene_02024,771603,balcony,3,144-215
scene_02024_r771600,scene_02024,771600,bedroom,5,216-287
scene_02024_r771602,scene_02024,771602,bedroom,5,288-359
scene_02024_r771605,scene_02024,771605,bathroom,5,360-431
scene_02024_r771601,scene_02024,771601,bedroom,5,432-503
scene_02025_r2045,scene_02025,2045,balcony,5,0-71
scene_02025_r2041,scene_02025,2041,bedroom,5,72-143
scene_02025_r3956,scene_02025,3956,kitchen,3,144-215
scene_02025_r2039,scene_02025,2039,bedroom,3,216-287
scene_02025_r368404,scene_02025,368404,study,1,288-359
scene_02025_r2043,scene_02025,2043,bathroom,5,360-431
scene_02025_r2047,scene_02025,2047,bathroom,5,432-503
scene_02025_r2037,scene_02025,2037,living room,5,504-575
scene_02026_r8387,scene_02026,8387,bedroom,5,0-71
scene_02026_r850085,scene_02026,850085,kitchen,1,72-143
scene_02026_r8287,scene_02026,8287,study,5,144-215
scene_02026_r9217,scene_02026,9217,undefined,0,216-287
scene_02026_r9320,scene_02026,9320,balcony,4,288-359
scene_02026_r7028,scene_02026,7028,bathroom,4,360-431
scene_02026_r7666,scene_02026,7666,bedroom,5,432-503
scene_02026_r8033,scene_02026,8033,living room,5,504-575
scene_02027_r450,scene_02027,450,bedroom,5,0-71
scene_02027_r838,scene_02027,838,balcony,4,72-143
scene_02027_r356,scene_02027,356,living room,5,144-215
scene_02027_r324047,scene_02027,324047,bathroom,2,216-287
scene_02027_r1418,scene_02027,1418,bathroom,3,288-359
scene_02027_r216,scene_02027,216,kitchen,1,360-431
scene_02027_r1185,scene_02027,1185,bedroom,3,432-503
scene_02027_r3876,scene_02027,3876,bedroom,3,504-575
scene_02028_r584669,scene_02028,584669,bathroom,5,0-71
scene_02028_r584670,scene_02028,584670,bathroom,2,72-143
scene_02028_r584667,scene_02028,584667,bedroom,5,144-215
scene_02028_r585400,scene_02028,585400,kitchen,5,216-287
scene_02028_r584668,scene_02028,584668,study,4,288-359
scene_02028_r584665,scene_02028,584665,living room,5,360-431
scene_02028_r584666,scene_02028,584666,bedroom,5,432-503
scene_02028_r589105,scene_02028,589105,balcony,4,504-575
scene_02029_r201,scene_02029,201,study,5,0-71
scene_02030_r336486,scene_02030,336486,bathroom,1,0-71
scene_02030_r335761,scene_02030,335761,bedroom,5,72-143
scene_02031_r317,scene_02031,317,living room,5,0-71
scene_02031_r141,scene_02031,141,bedroom,4,72-143
scene_02031_r125,scene_02031,125,bedroom,5,144-215
scene_02031_r291,scene_02031,291,kitchen,3,216-287
scene_02031_r181,scene_02031,181,bathroom,5,288-359
scene_02031_r265,scene_02031,265,bedroom,5,360-431
scene_02032_r734188,scene_02032,734188,dining room,4,0-71
scene_02033_r406626,scene_02033,406626,balcony,3,0-71
scene_02033_r130103,scene_02033,130103,bathroom,5,72-143
scene_02033_r406712,scene_02033,406712,kitchen,4,144-215
scene_02033_r130102,scene_02033,130102,bedroom,4,216-287
scene_02033_r130101,scene_02033,130101,bedroom,4,288-359
scene_02033_r406041,scene_02033,406041,living room,4,360-431
scene_02034_r921879,scene_02034,921879,living room,1,0-71
scene_02035_r462,scene_02035,462,bedroom,5,0-71
scene_02035_r1212,scene_02035,1212,bathroom,4,72-143
scene_02035_r1295,scene_02035,1295,living room,5,144-215
scene_02035_r1594,scene_02035,1594,study,5,216-287
scene_02035_r652,scene_02035,652,bedroom,4,288-359
scene_02035_r202,scene_02035,202,kitchen,4,360-431
scene_02036_r29818,scene_02036,29818,balcony,5,0-71
scene_02036_r43314,scene_02036,43314,kitchen,4,72-143
scene_02036_r18627,scene_02036,18627,bathroom,2,144-215
scene_02036_r18695,scene_02036,18695,kitchen,4,216-287
scene_02036_r30055,scene_02036,30055,bedroom,5,288-359
scene_02036_r22380,scene_02036,22380,kitchen,3,360-431
scene_02036_r44109,scene_02036,44109,living room,5,432-503
scene_02036_r47517,scene_02036,47517,bathroom,5,504-575
scene_02036_r18503,scene_02036,18503,bathroom,3,576-647
scene_02036_r18426,scene_02036,18426,dining room,4,648-719
scene_02036_r18233,scene_02036,18233,bathroom,5,720-791
scene_02037_r676,scene_02037,676,kitchen,5,0-71
scene_02037_r1534,scene_02037,1534,undefined,5,72-143
scene_02037_r3352,scene_02037,3352,bedroom,4,144-215
scene_02037_r2936,scene_02037,2936,bedroom,5,216-287
scene_02037_r4118,scene_02037,4118,balcony,5,288-359
scene_02037_r3215,scene_02037,3215,bathroom,3,360-431
scene_02037_r431,scene_02037,431,balcony,5,432-503
scene_02037_r4467,scene_02037,4467,bathroom,1,504-575
scene_02037_r1896,scene_02037,1896,living room,5,576-647
scene_02037_r2799,scene_02037,2799,bathroom,3,648-719
scene_02037_r2216,scene_02037,2216,bedroom,5,720-791
scene_02038_r979179,scene_02038,979179,bedroom,5,0-71
scene_02038_r981704,scene_02038,981704,kitchen,2,72-143
scene_02038_r896,scene_02038,896,living room,5,144-215
scene_02038_r978884,scene_02038,978884,bathroom,2,216-287
scene_02038_r978743,scene_02038,978743,study,5,288-359
scene_02038_r984252,scene_02038,984252,dining room,3,360-431
scene_02038_r979881,scene_02038,979881,bedroom,5,432-503
scene_02038_r979106,scene_02038,979106,balcony,5,504-575
scene_02039_r141,scene_02039,141,undefined,3,0-71
scene_02040_r633,scene_02040,633,study,3,0-71
scene_02040_r389,scene_02040,389,bathroom,4,72-143
scene_02040_r450,scene_02040,450,store room,2,144-215
scene_02040_r856,scene_02040,856,bedroom,5,216-287
scene_02040_r311,scene_02040,311,living room,0,288-359
scene_02040_r959,scene_02040,959,bathroom,1,360-431
scene_02040_r710,scene_02040,710,balcony,1,432-503
scene_02040_r1879,scene_02040,1879,undefined,3,504-575
scene_02040_r556,scene_02040,556,bedroom,4,576-647
scene_02041_r390521,scene_02041,390521,study,5,0-71
scene_02041_r746543,scene_02041,746543,bedroom,5,72-143
scene_02041_r390526,scene_02041,390526,bathroom,2,144-215
scene_02041_r390522,scene_02041,390522,balcony,5,216-287
scene_02041_r390525,scene_02041,390525,bathroom,5,288-359
scene_02041_r390517,scene_02041,390517,living room,5,360-431
scene_02041_r390527,scene_02041,390527,balcony,3,432-503
scene_02041_r390518,scene_02041,390518,bedroom,5,504-575
scene_02041_r390524,scene_02041,390524,kitchen,1,576-647
scene_02041_r746409,scene_02041,746409,bedroom,5,648-719
scene_02041_r390523,scene_02041,390523,undefined,5,720-791
scene_02042_r645036,scene_02042,645036,living room,5,0-71
scene_02043_r3513,scene_02043,3513,bathroom,3,0-71
scene_02043_r1102,scene_02043,1102,living room,4,72-143
scene_02043_r1106,scene_02043,1106,study,2,144-215
scene_02043_r1431,scene_02043,1431,balcony,5,216-287
scene_02043_r1104,scene_02043,1104,undefined,4,288-359
scene_02043_r1100,scene_02043,1100,undefined,5,360-431
scene_02043_r2633,scene_02043,2633,balcony,2,432-503
scene_02044_r231,scene_02044,231,bedroom,3,0-71
scene_02044_r145,scene_02044,145,balcony,3,72-143
scene_02044_r14888,scene_02044,14888,bathroom,4,144-215
scene_02044_r904,scene_02044,904,living room,4,216-287
scene_02044_r389,scene_02044,389,bathroom,1,288-359
scene_02044_r184,scene_02044,184,kitchen,5,360-431
scene_02044_r807,scene_02044,807,balcony,5,432-503
scene_02044_r830408,scene_02044,830408,store room,1,504-575
scene_02044_r824114,scene_02044,824114,balcony,3,576-647
scene_02044_r480,scene_02044,480,bedroom,5,648-719
scene_02044_r306,scene_02044,306,studio,3,720-791
scene_02045_r466395,scene_02045,466395,living room,5,0-71
scene_02045_r466398,scene_02045,466398,bedroom,4,72-143
scene_02045_r466396,scene_02045,466396,bedroom,5,144-215
scene_02045_r948965,scene_02045,948965,kitchen,4,216-287
scene_02045_r466401,scene_02045,466401,bathroom,3,288-359
scene_02045_r950885,scene_02045,950885,balcony,2,360-431
scene_02045_r948478,scene_02045,948478,bedroom,4,432-503
