index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey,up,front,tags,variantIds,baseVariantId,isCornerPiece,setIds,componentIds
1336,s__1806,vase,vase,2,otherprop,n04522168,vase.n.01,,,__SYM_ROTATE_UP_4,,,,,
1337,s__1807,vase,vase,2,otherprop,n04522168,vase.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1338,s__1808,vase,vase,2,otherprop,n04522168,vase.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1339,s__1809,vase,vase,2,otherprop,n04522168,vase.n.01,,,__SYM_REFLECT_FB,,,,,
1340,s__1810,vase,vase,2,otherprop,n04522168,vase.n.01,,,__SYM_ROTATE_UP_4,,,,,
1341,s__1811,vase,vase,2,otherprop,n04522168,vase.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1342,s__1812,vase,vase,2,otherprop,n04522168,vase.n.01,,,__SYM_ROTATE_UP_2,,,,,
1343,s__1813,magazines,magazines,2,otherprop,n06595351,magazine.n.01,,,,,,,,
1344,s__1814,cellphone,household_appliance,2,otherprop,n02992529,cellular_telephone.n.01,,,__SYM_REFLECT_LR,,,,,
1345,s__1815,camera,household_appliance,2,otherprop,n02942699,camera.n.01,,,,,,,,
1346,s__1816,ipad,household_appliance,2,otherprop,n03528263,home_appliance.n.01,,,__SYM_REFLECT_LR,,,,,
1347,s__1817,tripod,tripod,2,otherprop,n04485082,tripod.n.01,,,,,,,,
1348,s__1818,toy,toy,2,otherprop,n03964744,plaything.n.01,,,,,,,,
1349,s__1819,telephone,household_appliance,2,otherprop,n04401088,telephone.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1350,s__1820,stationary_container,household_appliance,2,otherprop,n03528263,home_appliance.n.01,,,__SYM_ROTATE_UP_4_APPROX,,,,,
1351,s__1821,headphones_on_stand,household_appliance,2,otherprop,n03528263,home_appliance.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1352,s__1822,helmet,household_appliance,2,otherprop,n03513137,helmet.n.02,,,__SYM_REFLECT_LR_APPROX,,,,,
1353,s__1823,shoes,shoes,2,picture,n04199027,shoe.n.01,,,,,,,,
1354,s__1824,cup,kitchenware,2,otherprop,n03797390,mug.n.04,,,__SYM_ROTATE_UP_4,,,,,
1355,s__1825,food_tray,kitchenware,2,otherprop,n04476259,tray.n.01,,,,,,,,
1356,s__1826,jug,kitchenware,2,otherprop,n03603722,jug.n.01,,,__SYM_REFLECT_FB,,,,,
1357,s__1827,containers,kitchenware,2,otherprop,n03094503,container.n.01,,,,,,,,
1358,s__1828,utensil_holder,kitchenware,2,otherprop,n03525454,holder.n.01,,,__SYM_ROTATE_UP_INF_APPROX,,,,,
1359,s__1829,spoon,kitchenware,2,otherprop,n04284002,spoon.n.01,,,__SYM_REFLECT_LR,,,,15,
1360,s__1830,knife,kitchenware,2,otherprop,n03624134,knife.n.02,,,,,,,15,
1361,s__1831,fork,kitchenware,2,otherprop,n03384167,fork.n.04,,,__SYM_REFLECT_LR,,,,15,
1362,s__1832,teapot,kitchenware,2,otherprop,n04398044,teapot.n.01,,,__SYM_REFLECT_FB,,,,16,
1363,s__1833,cup,kitchenware,2,otherprop,n03797390,mug.n.04,,,__SYM_REFLECT_FB,,,,16,
1364,s__1834,jug,kitchenware,2,otherprop,n03603722,jug.n.01,,,__SYM_REFLECT_FB,,,,16,
1365,s__1835,container,kitchenware,2,otherprop,n03094503,container.n.01,,,__SYM_REFLECT_FB,,,,16,
1366,s__1836,fruit_bowl,kitchenware,2,otherprop,n02880940,bowl.n.03,,,,,,,,
1367,s__1837,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
1368,s__1838,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1369,s__1839,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_2_APPROX,,,,,
1370,s__1840,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1371,s__1841,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1372,s__1842,double_bed,bed,2,bed,n03225988,double_bed.n.01,,,__SYM_REFLECT_LR,,,,,
1373,s__1843,double_bed,bed,2,bed,n03225988,double_bed.n.01,,,__SYM_REFLECT_LR,,,,,
1374,s__1844,bread,kitchenware,2,otherprop,n07679356,bread.n.01,,,,,,,,
1375,s__1845,trinket,trinket,2,otherprop,n02787435,bangle.n.02,,,__SYM_ROTATE_UP_4,,,,,
1376,s__1846,trinket,trinket,2,otherprop,n02787435,bangle.n.02,,,,,,,,
1377,s__1847,trinket,trinket,2,otherprop,n02787435,bangle.n.02,,,,,,,,
1378,s__1848,trinket,trinket,2,otherprop,n02787435,bangle.n.02,,,__SYM_REFLECT_FB,,,,,
1379,s__1849,mortar_and_pestle,kitchenware,2,otherprop,,,,,__SYM_REFLECT_FB,,,,,
1380,s__1850,food,kitchenware,2,otherprop,n00021265,food.n.01,,,__SYM_REFLECT_FB,,,,,
1381,s__1851,place_setting,kitchenware,2,otherprop,n03953743,place_setting.n.01,,,,,,,,
1382,s__1852,trinket,trinket,2,otherprop,n02787435,bangle.n.02,,,__SYM_REFLECT_LR_APPROX,,,,,
1383,s__1853,trinket,trinket,2,otherprop,n02787435,bangle.n.02,,,__SYM_REFLECT_LR_APPROX,,,,,
1384,s__1854,armchair,chair,2,chair,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,,
1385,s__1855,trinket,trinket,2,otherprop,n02787435,bangle.n.02,,,__SYM_ROTATE_UP_3_APPROX,,,,,
1386,s__1856,trinket,trinket,2,otherprop,n02787435,bangle.n.02,,,__SYM_ROTATE_UP_INF,,,,,
1387,s__1857,trinket,trinket,2,otherprop,n02787435,bangle.n.02,,,,,,,,
1388,s__1858,toy,toy,2,otherprop,n03964744,plaything.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1389,s__1859,toy,toy,2,otherprop,n03964744,plaything.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1390,s__1860,candle,candle,2,lamp,n02948072,candle.n.01,,,__SYM_ROTATE_UP_4,,,,,
1391,s__1861,candle,candle,2,lamp,n02948072,candle.n.01,,,__SYM_ROTATE_UP_4,,,,,
1392,s__1862,candle,candle,2,lamp,n02948072,candle.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1393,s__1863,candle,candle,2,night_stand,n02948072,candle.n.01,,,__SYM_ROTATE_UP_2,,,,,
1394,s__1864,candle,candle,2,lamp,n02948072,candle.n.01,,,__SYM_REFLECT_LR,,,,,
1395,s__1865,trinket,trinket,2,otherprop,n02787435,bangle.n.02,,,__SYM_REFLECT_LR_APPROX,,,,,
1396,s__1866,trinket,trinket,2,otherprop,n02787435,bangle.n.02,,,,,,,,
1397,s__1867,toy,toy,2,otherprop,n03964744,plaything.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1398,s__1868,toy,toy,2,otherprop,n03964744,plaything.n.01,,,,,,,,
1399,s__1869,toy,toy,2,otherprop,n03964744,plaything.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1400,s__1870,toy,toy,2,otherprop,n03964744,plaything.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1401,s__1871,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
1402,s__1872,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1403,s__1873,bench_chair,bench_chair,2,chair,n02828884,bench.n.01,,,__SYM_ROTATE_UP_2,,,,,
1404,s__1874,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
1405,s__1875,mirror,mirror,2,mirror,n03773035,mirror.n.01,,,__SYM_REFLECT_LR,,,,,
1406,s__1876,armchair,chair,2,chair,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,174,
1407,s__1877,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,174,
1408,s__1878,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,,,__SYM_ROTATE_UP_6,,,,,
1409,s__1879,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
1410,s__1880,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1411,s__1881,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_5,,,,,
1412,s__1882,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,,
1413,s__1883,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_2,,,,,
1414,s__1884,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,,
1415,s__1885,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
1416,s__1886,chair,chair,2,chair,n03001627,chair.n.01,,,__SYM_REFLECT_LR,,,,,
1417,s__1887,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1418,s__1888,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_INF_APPROX,,,,,
1419,s__1889,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
1420,s__1890,hanger,hanger,2,cabinet,n03490884,hanger.n.02,,,__SYM_REFLECT_LR,,,,,
1421,s__1891,hanger,hanger,2,cabinet,n03490884,hanger.n.02,,,__SYM_REFLECT_LR,,,,,
1422,s__1892,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1423,s__1893,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
1424,s__1894,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
1425,s__1895,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,"s__1895,s__1895_0",,,,
1426,s__1896,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,"s__1896,s__1896_0",,,,
1427,s__1897,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,"s__1897,s__1897_0",,,,
1428,s__1898,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,"s__1898,s__1898_0",,,,
1429,s__1899,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,"s__1899,s__1899_0",,,,
1430,s__1900,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,"s__1900,s__1900_0",,,,
1431,s__1901,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,,,,,
1432,s__1902,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,"s__1902,s__1902_0",,,,
1433,s__1903,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,"s__1903,s__1903_0",,,,
1434,s__1904,motorcycle,vehicle,2,otherprop,n03790512,motorcycle.n.01,"0,1,0","0,0,-1",__SYM_REFLECT_LR_APPROX,,,,,
1435,s__1905,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
1436,s__1906,chair,chair,2,chair,n03001627,chair.n.01,,,__SYM_REFLECT_LR,,,,135,
1437,s__1907,table,table,2,table,n04379243,table.n.02,,,__SYM_ROTATE_UP_3,,,,,
1438,s__1908,bench_chair,bench_chair,2,chair,n03891251,park_bench.n.01,,,__SYM_REFLECT_LR,,,,,
1439,s__1909,chair,chair,2,chair,n03001627,chair.n.01,,,,,,,135,
1440,s__1910,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,,,,,,,,
1441,s__1911,outdoor_spring,outdoor_spring,2,otherprop,n03388043,fountain.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1442,s__1912,table,table,2,table,n04379243,table.n.02,,,__SYM_ROTATE_UP_4,,,,,
1443,s__1913,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_ROTATE_UP_4,,,,,
1444,s__1914,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1445,s__1915,bench_chair,bench_chair,2,chair,n02828884,bench.n.01,,,__SYM_ROTATE_UP_2,,,,31,
1446,s__1916,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,31,
1447,s__1917,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_REFLECT_LR,,,,,
1448,s__1918,ottoman,ottoman,2,chair,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_2,,,,,
1449,s__1919,table,table,2,table,n04379243,table.n.02,,,__SYM_ROTATE_UP_2,,,,32,
1450,s__1920,bench_chair,bench_chair,2,chair,n02828884,bench.n.01,,,__SYM_ROTATE_UP_2,,,,32,
1451,s__1921,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_3,,,,,
1452,s__1922,partition,partition,1,otherstructure,n03894379,partition.n.01,,,__SYM_REFLECT_LR,,,,,
1453,s__1923,wood_board,wood_board,2,otherprop,n15101854,board.n.02,,,__SYM_ROTATE_UP_4,,,,,
1454,s__1924,wall_shelf,shelving,2,shelves,n04190052,shelf.n.01,,,__SYM_REFLECT_LR,,,,,
1455,s__1925,stand,stand,2,night_stand,n04301000,stand.n.04,,,__SYM_ROTATE_UP_4,,,,,
1456,s__1926,bench_chair,bench_chair,2,chair,n02828884,bench.n.01,,,__SYM_REFLECT_LR,,,,,
1457,s__1927,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
1458,s__1928,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
1459,s__1929,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
1460,s__1930,hanger,hanger,2,cabinet,n03490884,hanger.n.02,,,__SYM_REFLECT_LR,,,,,
1461,s__1931,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
1462,s__1932,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
1463,s__1933,candle,candle,2,lamp,n02948072,candle.n.01,,,__SYM_ROTATE_UP_4,,,,,
1464,s__1934,kitchen_sink,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,,,__CORNER_C1,,,1,,
1465,s__1935,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1466,s__1936,ladder,household_appliance,2,otherprop,n03632277,ladder.n.01,,,__SYM_REFLECT_LR,,,,,
1467,s__1937,mirror,mirror,2,mirror,n03773035,mirror.n.01,,,__SYM_ROTATE_FRONT_2,,,,,
1468,s__1938,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_4,,,,,
1469,s__1939,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,,,__SYM_REFLECT_FB,,,,,
1470,s__1940,desk,desk,2,desk,n03179701,desk.n.01,,,,,,,,
1471,s__1941,stand,stand,2,night_stand,n04301000,stand.n.04,,,__SYM_ROTATE_UP_2,,,,,
1472,s__1942,sink,sink,2,sink,n04223580,sink.n.01,,,,,,,,
1473,s__1943,sink,sink,2,sink,n04223580,sink.n.01,,,__SYM_REFLECT_LR,,,,,
1474,s__1944,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_ROTATE_UP_4,,,,,
1475,s__1945,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_REFLECT_LR,,,,,
1476,s__1946,sink,sink,2,sink,n04223580,sink.n.01,,,__SYM_REFLECT_LR,,,,,
1477,s__1947,shower_faucet,shower,2,shower_curtain,n04208936,shower.n.01,,,__SYM_REFLECT_LR,,,,,
1478,s__1948,shower_ceiling,shower,2,otherprop,n04208936,shower.n.01,,,__SYM_ROTATE_UP_2,,,,,
1479,s__1949,cloth,cloth,2,clothes,n03309808,fabric.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1480,s__1950,drinkbar,drinkbar,2,otherprop,n03116530,counter.n.01,,,,,,,,
1481,s__1951,counter,counter,2,dresser,n03116530,counter.n.01,,,"__CORNER_C3,__SYM_REFLECT_C3",,,,30,
1482,s__1952,counter,counter,2,table,n03116530,counter.n.01,,,"__CORNER_C3,__SYM_REFLECT_C3",,,,30,
1483,s__1953,counter,counter,2,dresser,n03116530,counter.n.01,,,__SYM_REFLECT_LR,,,,30,
1484,s__1954,game_table,recreation,2,otherprop,n04379243,table.n.02,,,,,,,,
1485,s__1955,game_table,recreation,2,otherprop,n04379243,table.n.02,,,,,,,,
1486,s__1956,slot_machine,household_appliance,2,otherprop,n04243941,slot_machine.n.01,,,,,,,,
1487,s__1957,person,person,2,person,n05217688,person.n.02,,,"__pose_stand,__SYM_REFLECT_LR_APPROX",,,,,
1488,s__1958,person,person,2,person,n05217688,person.n.02,,,"__pose_stand,__SYM_REFLECT_LR_APPROX",,,,,
1489,s__1959,person,person,2,person,n05217688,person.n.02,,,"__pose_stand,__SYM_REFLECT_LR_APPROX",,,,,
1490,s__1960,person,person,2,person,n05217688,person.n.02,,,"__pose_stand,__SYM_REFLECT_LR_APPROX",,,,,
1491,s__1961,person,person,2,person,n05217688,person.n.02,,,__pose_sit,,,,,
1492,s__1962,person,person,2,person,n05217688,person.n.02,,,__pose_sit,,,,,
1493,s__1963,toy,toy,2,otherprop,n03964744,plaything.n.01,,,__SYM_ROTATE_UP_4_APPROX,,,,,
1494,s__1964,poker_chips,toy,2,otherprop,n03020416,chip.n.06,,,,,,,,
1495,s__1965,slot_machine_and_chair,household_appliance,2,otherprop,,,,,,,,,,
1496,s__1966,kettle,kitchen_appliance,2,otherprop,n03612814,kettle.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1497,s__1967,cooker,kitchen_appliance,2,otherprop,n03101156,cooker.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1498,s__1968,food_processor,kitchen_appliance,2,otherprop,n03378174,food_processor.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1499,s__1969,toaster,kitchen_appliance,2,otherprop,n04442312,toaster.n.02,,,__SYM_REFLECT_FB_APPROX,,,,,
1500,s__1970,food_processor,kitchen_appliance,2,otherprop,n03378174,food_processor.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1501,s__1971,coffee_machine,kitchen_appliance,2,otherprop,n03063338,coffee_maker.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1502,s__1972,food_processor,kitchen_appliance,2,otherprop,n03378174,food_processor.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1503,s__1973,refrigerator,kitchen_appliance,2,refridgerator,n04070727,refrigerator.n.01,,,,,,,,
1504,s__1974,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,,,__SYM_REFLECT_LR,,,,,
1505,s__1975,stand,stand,2,table,n04301000,stand.n.04,,,__SYM_ROTATE_UP_2,,,,,
1506,s__1976,double_bed,bed,2,bed,n03225988,double_bed.n.01,,,__SYM_REFLECT_LR,,,,,
1507,s__1977,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_8,,,,,
1508,s__1978,mirror,mirror,2,mirror,n03773035,mirror.n.01,,,__SYM_ROTATE_FRONT_INF,,,,,
1509,s__1979,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_2,,,,,
1510,s__1980,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
1511,s__1981,stand,stand,2,table,n04301000,stand.n.04,,,__SYM_ROTATE_UP_2,,,,,
1512,s__1982,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
1513,s__1983,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1514,s__1984,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_ROTATE_UP_2,,,,,
1515,s__1985,armchair,chair,2,chair,n03262932,easy_chair.n.01,,,__SYM_REFLECT_LR,,,,,
1516,s__1986,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,,,__SYM_REFLECT_LR,,,,,
1517,s__1987,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
1518,s__1988,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_4,,,,,
1519,s__1989,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_REFLECT_FB,,,,,
1520,s__1990,chair,chair,2,chair,n03001627,chair.n.01,,,__SYM_REFLECT_LR,,,,,
1521,s__1991,sofa,sofa,2,chair,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,105,
1522,s__1992,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,,
1523,s__1993,sofa,sofa,2,sofa,n04256520,sofa.n.01,,,__SYM_REFLECT_LR,,,,105,
1524,s__1994,candle,candle,2,lamp,n02948072,candle.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1525,s__1995,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,,,__SYM_ROTATE_UP_5,,,,,
1526,s__1996,single_bed,bed,2,bed,n04222210,single_bed.n.01,,,__SYM_REFLECT_LR,,,,,
1527,s__1997,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,__SYM_ROTATE_UP_4,,,,,
1528,s__1998,ottoman,ottoman,2,otherprop,n02788386,banquette.n.01,,,__SYM_ROTATE_UP_2,,,,,
1529,s__1999,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_2,,,,,
1530,s__2000,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,,,__SYM_ROTATE_UP_2,,,,,
1531,s__2001,single_bed,bed,2,bed,n04222210,single_bed.n.01,,,__SYM_REFLECT_LR,,,,,
1532,s__2002,double_bed,bed,2,bed,n03225988,double_bed.n.01,,,__SYM_REFLECT_LR,,,,,
1533,s__2003,lounge_chair,chair,2,chair,n04062428,recliner.n.01,,,__SYM_REFLECT_LR,,,,,
1534,s__2004,straight_chair,chair,2,chair,n04331277,straight_chair.n.01,,,__SYM_REFLECT_LR,,,,,
1535,s__2005,desk,desk,2,desk,n03179701,desk.n.01,,,__SYM_REFLECT_LR,,,,,
1536,s__2006,stand,stand,2,otherprop,n04301000,stand.n.04,,,__SYM_REFLECT_LR,,,,,
1537,s__2007,mirror,mirror,2,mirror,n03773035,mirror.n.01,,,__SYM_ROTATE_FRONT_INF,,,,,
1538,s__2008,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1539,s__2009,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1540,s__2010,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,70,
1541,s__2011,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,70,
1542,s__2012,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,71,
1543,s__2013,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,71,
1544,s__2014,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,71,
1545,s__2015,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,,
1546,s__2016,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,72,
1547,s__2017,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,72,
1548,s__2019,window,window,2,window,n04587648,window.n.01,,,__SYM_ROTATE_UP_2,,,,,
1549,s__2020,nightstand,stand,2,night_stand,n03015254,chest_of_drawers.n.01,,,,,,,34,
1550,s__2021,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,34,
1551,s__2022,bookshelf,shelving,2,cabinet,n02871439,bookshelf.n.01,,,__SYM_REFLECT_LR,,,,,
1552,s__2023,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_2,,,,34,
1553,s__2024,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,,,__SYM_REFLECT_LR,,,,,
1554,s__2025,mirror,mirror,2,mirror,n03773035,mirror.n.01,,,__SYM_ROTATE_FRONT_INF,,,,,
1555,s__2026,candle,candle,2,lamp,n02948072,candle.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1556,s__2027,coffee_table,table,2,table,n03063968,coffee_table.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1557,s__2028,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,,,__SYM_ROTATE_UP_INF,,,,,
1558,s__2029,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1559,s__2030,armchair,chair,2,chair,n02738535,armchair.n.01,,,__SYM_REFLECT_LR,,,,,
1560,s__2031,drumset,music,2,otherprop,n03249569,drum.n.01,,,,,,,,
1561,s__2032,guitar,music,2,otherprop,n03467517,guitar.n.01,,,,,,,,
1562,s__2033,amplifier,music,2,otherprop,n02705944,amplifier.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1563,s__2034,keyboard,music,2,otherprop,n03085013,computer_keyboard.n.01,"0,1,0","0,0,1",__SYM_REFLECT_LR_APPROX,,,,,
1564,s__2035,microphone,music,2,otherprop,n03759954,microphone.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1565,s__2036,accordion,music,2,otherprop,n02672831,accordion.n.01,,,__SYM_REFLECT_LR_APPROX,,,,,
1566,s__2037,theremin,music,2,otherprop,n04419642,theremin.n.01,,,,,,,,
1567,s__2038,double_bed,bed,2,bed,n03225988,double_bed.n.01,,,__SYM_REFLECT_LR,,,,,
1568,s__2039,stand,stand,2,night_stand,n04301000,stand.n.04,,,__SYM_REFLECT_FB,,,,21,
1569,s__2040,tall_kitchen_cabinet,kitchen_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,63,
1570,s__2041,curtain,curtain,2,curtain,n03151077,curtain.n.01,,,__SYM_REFLECT_LR,,,,63,
1571,s__2042,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,,,__SYM_REFLECT_LR,,,,63,
1572,s__2043,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,__SYM_REFLECT_LR,,,,63,
1573,s__2044,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,,,,,,,63,
1574,s__2045,dressing_table,dressing_table,2,desk,n03238586,dressing_table.n.01,,,__SYM_REFLECT_LR,,,,63,
1575,s__2046,dining_table,table,2,table,n03201208,dining_table.n.01,,,__SYM_ROTATE_UP_4,,,,63,
